index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	degree_change	fail_neber_load	LCC
3,25,	136	112	15	127	27066	31	11776	2	2	2	1	7	11539	24652	250	237	321
3,26,	136	109	15	124	27062	31	11921	2	2	2	1	7	11684	24561	244	237	321
3,27,	136	112	15	127	27102	31	11847	2	2	2	1	7	11610	24126	248	237	321
3,28,	136	113	15	128	27097	31	11773	2	2	2	1	7	11536	24275	250	237	321
3,29,	136	113	15	128	27097	31	12029	2	2	2	1	7	11792	24482	252	237	321
3,30,	136	104	15	119	27083	31	11805	2	2	2	1	7	11568	23707	232	237	321
3,31,	136	104	15	119	27039	31	11799	2	2	2	1	7	11562	24049	234	237	321
3,32,	136	111	15	126	27088	31	12320	2	2	2	1	7	12083	24430	248	237	321
3,33,	136	108	15	123	27092	31	11797	2	2	2	1	7	11560	23993	240	237	321
3,34,	136	102	15	117	27029	31	11782	2	2	2	1	7	11545	23809	228	237	321
3,35,	136	101	15	116	27034	31	11780	2	2	2	1	7	11543	23598	228	237	321
3,36,	136	98	15	113	27041	31	11767	2	2	2	1	7	11530	23299	222	237	321
3,37,	136	98	15	113	27038	31	11773	2	2	2	1	7	11536	23315	222	237	321
3,38,	136	100	15	115	27025	31	11819	2	2	2	1	7	11582	23215	222	237	321
3,39,	136	99	15	114	27045	31	11767	2	2	2	1	7	11530	23367	224	237	321
3,40,	136	100	15	115	27031	31	12017	2	2	2	1	7	11780	23661	226	237	321
3,41,	136	97	15	112	27017	31	11767	2	2	2	1	7	11530	23255	220	237	321
3,42,	136	98	15	113	26693	31	12108	2	2	2	1	8	11871	24383	220	237	320
3,43,	136	97	15	112	27009	31	11770	2	2	2	1	7	11533	23266	220	237	321
3,44,	136	95	15	110	27005	31	11767	2	2	2	1	7	11530	23061	216	237	321
3,45,	136	98	15	113	27008	31	11768	2	2	2	1	7	11531	23232	222	237	321
3,46,	133	212	71	283	25467	31	30252	7	7	7	1	21	29605	53632	544	647	300
3,47,	136	153	15	168	27229	30	20526	2	2	2	1	8	20289	32318	330	237	320
3,48,	136	140	15	155	27188	30	14374	2	2	2	1	7	14137	26200	304	237	321
3,49,	135	141	24	165	26930	30	14278	3	3	3	1	7	14037	27796	324	241	320
3,50,	136	144	15	159	27142	31	13137	2	2	2	1	7	12900	25654	312	237	321
3,51,	136	161	15	176	27244	30	16860	2	2	2	1	7	16623	27769	346	237	321
3,52,	136	164	15	179	27279	30	20994	2	2	2	1	7	20757	31594	352	237	321
3,53,	136	118	31	149	25176	30	18753	4	4	4	1	12	17700	48903	286	1053	308
3,54,	136	172	20	192	27102	31	24117	3	3	3	1	10	23871	37837	376	246	317
3,55,	136	143	15	158	27197	30	14470	2	2	2	1	7	14233	26291	310	237	321
3,56,	136	150	15	165	27172	30	14594	2	2	2	1	7	14357	26680	324	237	321
3,57,	136	156	27	183	27038	30	16530	4	4	4	1	7	16163	30941	360	367	319
3,58,	135	142	24	166	26776	30	15175	3	3	3	1	8	14748	29920	324	427	319
3,59,	136	128	15	143	27131	31	12253	2	2	2	1	7	12016	24790	280	237	321
3,60,	136	138	15	153	27015	30	13636	2	2	2	1	8	13399	27356	300	237	320
3,61,	136	121	15	136	27101	31	12636	2	2	2	1	7	12399	25154	266	237	321
3,62,	137	120	15	135	27357	31	12768	2	2	2	1	7	12531	24490	264	237	321
3,63,	136	129	15	144	27167	31	12757	2	2	2	1	7	12520	24895	282	237	321
3,64,	136	127	15	142	27148	31	12443	2	2	2	1	7	12206	24873	278	237	321
3,65,	135	135	43	178	26846	31	13196	3	3	3	1	7	12869	26881	346	327	320
3,66,	136	114	15	129	27119	31	12129	2	2	2	1	7	11892	24283	254	237	321
3,67,	136	117	15	132	27147	31	12509	2	2	2	1	7	12272	24276	258	237	321
3,68,	136	128	15	143	27161	31	12625	2	2	2	1	7	12388	24840	280	237	321
3,69,	136	111	15	126	27101	31	12332	2	2	2	1	7	12095	24511	248	237	321
3,70,	136	108	15	123	27089	31	12161	2	2	2	1	7	11924	24164	240	237	321
3,71,	136	116	15	131	27097	31	12268	2	2	2	1	7	12031	24535	256	237	321
3,72,	136	109	15	124	27104	31	11923	2	2	2	1	7	11686	24148	242	237	321
3,73,	137	104	15	119	27254	30	11957	2	2	2	1	7	11720	24376	230	237	321
3,74,	136	112	15	127	27096	31	12089	2	2	2	1	7	11852	24365	250	237	321
3,75,	136	103	15	118	27078	31	11934	2	2	2	1	7	11697	23800	230	237	321
3,76,	137	101	15	116	27273	31	11774	2	2	2	1	7	11537	23888	228	237	321
3,77,	137	100	15	115	27233	31	11833	2	2	2	1	7	11596	24058	226	237	321
3,78,	137	100	15	115	27233	31	11831	2	2	2	1	7	11594	24104	226	237	321
3,79,	136	106	15	121	27078	31	12037	2	2	2	1	7	11800	23925	234	237	321
3,80,	137	99	15	114	27233	31	11767	2	2	2	1	7	11530	24110	224	237	321
3,81,	136	102	15	117	27074	31	11775	2	2	2	1	7	11538	23613	230	237	321
3,82,	137	109	15	124	27223	31	12320	2	2	2	1	8	12083	27191	244	237	320
3,83,	137	104	15	119	27252	31	11792	2	2	2	1	7	11555	24429	234	237	321
3,84,	137	103	15	118	27249	31	11787	2	2	2	1	7	11550	24013	232	237	321
3,85,	137	104	15	119	27252	31	11829	2	2	2	1	7	11592	24075	234	237	321
3,86,	137	101	15	116	27246	31	11771	2	2	2	1	7	11534	23651	228	237	321
3,87,	137	101	15	116	27273	31	11791	2	2	2	1	7	11554	23775	228	237	321
3,88,	137	96	15	111	27233	31	11767	2	2	2	1	7	11530	23671	218	237	321
3,89,	137	100	9	109	27325	31	11767	1	1	1	1	7	11615	22256	214	152	322
3,90,	136	99	15	114	27063	31	11830	2	2	2	1	7	11593	23405	224	237	321
3,91,	137	97	15	112	27233	31	11767	2	2	2	1	7	11530	23439	218	237	321
3,92,	137	96	15	111	27233	31	11767	2	2	2	1	7	11530	23671	218	237	321
3,93,	137	101	15	116	27246	31	11822	2	2	2	1	7	11585	23622	228	237	321
3,94,	137	97	15	112	27233	31	11767	2	2	2	1	7	11530	23439	218	237	321
3,95,	137	96	15	111	27233	31	11767	2	2	2	1	7	11530	23439	218	237	321
3,96,	137	111	15	126	27230	31	12564	2	2	2	1	8	12327	27588	248	237	320
3,97,	137	95	15	110	27233	31	11767	2	2	2	1	7	11530	23440	216	237	321
3,98,	137	95	15	110	27233	31	11767	2	2	2	1	7	11530	23440	216	237	321
3,99,	137	95	15	110	27233	31	11767	2	2	2	1	7	11530	23440	216	237	321
4,5,	137	156	0	156	27436	30	14062	0	0	0	0	7	14062	24283	310	0	323
4,6,	137	151	45	196	26023	29	23376	8	8	8	1	11	21937	50759	366	1439	309
4,7,	135	153	42	195	26966	30	20524	6	6	6	1	7	19299	36768	374	1225	317
4,8,	137	130	0	130	27564	31	11920	0	0	0	0	6	11920	20118	258	0	324
4,9,	137	136	0	136	27522	31	11086	0	0	0	0	6	11086	20264	270	0	324
4,10,	137	144	0	144	27311	30	12790	0	0	0	0	7	12790	23451	286	0	323
4,11,	137	115	0	115	27255	31	11046	0	0	0	0	7	11046	21802	230	0	323
4,12,	137	120	0	120	27525	31	10677	0	0	0	0	6	10677	19519	240	0	324
4,13,	137	135	50	185	26366	30	17830	8	8	8	1	8	16800	41146	336	1030	314
4,14,	137	121	0	121	27492	31	10244	0	0	0	0	6	10244	19427	240	0	324
4,15,	137	113	0	113	27491	31	10706	0	0	0	0	6	10706	19439	224	0	324
4,16,	137	116	0	116	27530	31	10578	0	0	0	0	6	10578	19210	232	0	324
4,17,	137	117	0	117	27505	31	10931	0	0	0	0	6	10931	19473	232	0	324
4,18,	137	123	0	123	27502	31	10430	0	0	0	0	6	10430	19539	244	0	324
4,19,	137	110	0	110	27498	31	10319	0	0	0	0	6	10319	18964	220	0	324
4,20,	137	110	0	110	27484	31	10660	0	0	0	0	6	10660	19267	220	0	324
4,21,	137	113	0	113	27483	31	10174	0	0	0	0	6	10174	19228	224	0	324
4,22,	137	107	0	107	27475	31	10205	0	0	0	0	6	10205	19058	214	0	324
4,23,	137	114	0	114	27454	31	10213	0	0	0	0	6	10213	19591	226	0	324
4,24,	137	100	0	100	27401	31	10161	0	0	0	0	6	10161	18333	200	0	324
4,25,	137	112	0	112	27442	31	10165	0	0	0	0	6	10165	19573	222	0	324
4,26,	137	109	0	109	27438	31	10310	0	0	0	0	6	10310	19457	216	0	324
4,27,	137	112	0	112	27485	31	10236	0	0	0	0	6	10236	19087	222	0	324
4,28,	137	113	0	113	27483	31	10162	0	0	0	0	6	10162	19190	224	0	324
4,29,	137	113	0	113	27474	31	10418	0	0	0	0	6	10418	19397	224	0	324
4,30,	137	104	0	104	27466	31	10194	0	0	0	0	6	10194	18659	206	0	324
4,31,	137	104	0	104	27412	31	10188	0	0	0	0	6	10188	18875	206	0	324
4,32,	137	111	0	111	27472	31	10709	0	0	0	0	6	10709	19365	222	0	324
4,33,	137	108	0	108	27485	31	10186	0	0	0	0	6	10186	18987	216	0	324
4,34,	137	102	0	102	27412	31	10171	0	0	0	0	6	10171	18774	202	0	324
4,35,	137	101	0	101	27417	31	10169	0	0	0	0	6	10169	18521	202	0	324
4,36,	137	98	0	98	27413	31	10156	0	0	0	0	6	10156	18080	194	0	324
4,37,	137	98	0	98	27410	31	10162	0	0	0	0	6	10162	18124	194	0	324
4,38,	137	100	0	100	27422	31	10208	0	0	0	0	6	10208	18288	200	0	324
4,39,	137	99	0	99	27418	31	10156	0	0	0	0	6	10156	18162	196	0	324
4,40,	137	100	0	100	27414	31	10406	0	0	0	0	6	10406	18601	200	0	324
4,41,	137	97	0	97	27400	31	10156	0	0	0	0	6	10156	18177	194	0	324
4,42,	137	98	0	98	27097	31	10497	0	0	0	0	7	10497	19663	196	0	323
4,43,	137	97	0	97	27392	31	10159	0	0	0	0	6	10159	18189	194	0	324
4,44,	137	95	0	95	27388	31	10156	0	0	0	0	6	10156	17981	190	0	324
4,45,	137	98	0	98	27391	31	10157	0	0	0	0	6	10157	18154	196	0	324
4,46,	134	212	57	269	26070	31	28420	5	5	5	1	19	28231	46400	526	189	305
4,47,	137	153	0	153	27605	30	18915	0	0	0	0	7	18915	27206	304	0	323
4,48,	137	140	0	140	27573	30	12763	0	0	0	0	6	12763	21125	278	0	324
4,49,	136	141	9	150	27313	30	12667	1	1	1	1	6	12663	22770	298	4	323
4,50,	137	144	0	144	27526	31	11526	0	0	0	0	6	11526	20708	286	0	324
4,51,	137	161	0	161	27630	30	15249	0	0	0	0	6	15249	22863	320	0	324
4,52,	136	164	13	177	27395	30	19483	1	1	1	1	6	19383	28648	350	100	323
4,53,	137	118	16	134	25644	30	17142	2	2	2	1	11	16326	44253	262	816	311
4,54,	137	172	5	177	27476	30	22506	1	1	1	1	9	22497	32964	350	9	320
4,55,	137	143	0	143	27582	30	12859	0	0	0	0	6	12859	21089	284	0	324
4,56,	137	150	0	150	27557	30	12983	0	0	0	0	6	12983	21607	298	0	324
4,57,	137	156	12	168	27421	30	14919	2	2	2	1	6	14789	25850	334	130	322
4,58,	136	142	9	151	27150	30	13564	1	1	1	1	7	13374	24827	296	190	322
4,59,	137	128	0	128	27516	31	10642	0	0	0	0	6	10642	19736	254	0	324
4,60,	137	138	0	138	27397	30	12025	0	0	0	0	7	12025	22357	274	0	323
4,61,	137	121	0	121	27493	31	11025	0	0	0	0	6	11025	20105	242	0	324
4,62,	138	120	0	120	27723	31	11157	0	0	0	0	6	11157	19702	238	0	324
4,63,	137	129	0	129	27552	31	11146	0	0	0	0	6	11146	19821	256	0	324
4,64,	137	127	0	127	27533	31	10832	0	0	0	0	6	10832	19765	252	0	324
4,65,	137	135	0	135	27569	31	11495	0	0	0	0	6	11495	19920	268	0	324
4,66,	137	114	0	114	27503	31	10518	0	0	0	0	6	10518	19229	228	0	324
4,67,	137	117	0	117	27540	31	10898	0	0	0	0	6	10898	19279	234	0	324
4,68,	137	128	0	128	27546	31	11014	0	0	0	0	6	11014	19809	254	0	324
4,69,	137	111	0	111	27485	31	10721	0	0	0	0	6	10721	19437	222	0	324
4,70,	137	108	0	108	27482	31	10550	0	0	0	0	6	10550	19180	216	0	324
4,71,	137	116	0	116	27482	31	10657	0	0	0	0	6	10657	19485	230	0	324
4,72,	137	109	0	109	27486	31	10312	0	0	0	0	6	10312	19069	216	0	324
4,73,	138	104	0	104	27655	30	10346	0	0	0	0	6	10346	19373	208	0	324
4,74,	137	112	0	112	27472	31	10478	0	0	0	0	6	10478	19272	222	0	324
4,75,	137	103	0	103	27458	31	10323	0	0	0	0	6	10323	18773	204	0	324
4,76,	138	101	0	101	27659	31	10163	0	0	0	0	6	10163	18804	202	0	324
4,77,	138	100	0	100	27618	31	10222	0	0	0	0	6	10222	18960	200	0	324
4,78,	138	100	0	100	27618	31	10220	0	0	0	0	6	10220	19014	200	0	324
4,79,	137	106	0	106	27458	31	10426	0	0	0	0	6	10426	18977	210	0	324
4,80,	138	99	0	99	27618	31	10156	0	0	0	0	6	10156	19022	198	0	324
4,81,	137	102	0	102	27458	31	10164	0	0	0	0	6	10164	18535	204	0	324
4,82,	138	109	0	109	27609	31	10709	0	0	0	0	7	10709	22125	218	0	323
4,83,	138	104	0	104	27637	31	10181	0	0	0	0	6	10181	19366	208	0	324
4,84,	138	103	0	103	27634	31	10176	0	0	0	0	6	10176	18941	206	0	324
4,85,	138	104	0	104	27637	31	10218	0	0	0	0	6	10218	19006	208	0	324
4,86,	138	101	0	101	27631	31	10160	0	0	0	0	6	10160	18573	202	0	324
4,87,	138	101	0	101	27659	31	10180	0	0	0	0	6	10180	18682	202	0	324
4,88,	138	96	0	96	27618	31	10156	0	0	0	0	6	10156	18582	192	0	324
4,89,	138	100	0	100	27641	31	10241	0	0	0	0	6	10241	18896	200	0	324
4,90,	137	99	0	99	27447	31	10219	0	0	0	0	6	10219	18333	198	0	324
4,91,	138	97	0	97	27637	31	10156	0	0	0	0	6	10156	18502	194	0	324
4,92,	138	96	0	96	27618	31	10156	0	0	0	0	6	10156	18582	192	0	324
4,93,	138	101	0	101	27631	31	10211	0	0	0	0	6	10211	18545	202	0	324
4,94,	138	97	0	97	27637	31	10156	0	0	0	0	6	10156	18502	194	0	324
4,95,	138	96	0	96	27618	31	10156	0	0	0	0	6	10156	18348	192	0	324
4,96,	138	111	0	111	27616	31	10953	0	0	0	0	7	10953	22528	222	0	323
4,97,	138	95	0	95	27618	31	10156	0	0	0	0	6	10156	18349	190	0	324
4,98,	138	95	0	95	27618	31	10156	0	0	0	0	6	10156	18349	190	0	324
4,99,	138	95	0	95	27618	31	10156	0	0	0	0	6	10156	18349	190	0	324
5,6,	137	119	45	164	26593	30	17126	8	8	8	1	6	15687	39002	304	1439	315
5,7,	135	121	42	163	27403	30	14274	6	6	6	1	2	13049	25863	308	1225	323
5,8,	137	98	0	98	28058	31	5670	0	0	0	0	1	5670	8591	196	0	330
5,9,	137	104	0	104	28013	32	4836	0	0	0	0	1	4836	8499	206	0	330
5,10,	137	112	0	112	27801	31	6540	0	0	0	0	2	6540	11778	222	0	329
5,11,	137	83	0	83	27730	32	4796	0	0	0	0	2	4796	10070	164	0	329
5,12,	137	88	0	88	28010	32	4427	0	0	0	0	1	4427	7805	176	0	330
5,13,	137	103	50	153	26831	30	11580	8	8	8	1	3	10550	30029	272	1030	320
5,14,	137	89	0	89	27983	32	3994	0	0	0	0	1	3994	7635	176	0	330
5,15,	137	81	0	81	27986	32	4456	0	0	0	0	1	4456	7767	162	0	330
5,16,	137	84	0	84	28015	32	4328	0	0	0	0	1	4328	7479	168	0	330
5,17,	137	85	0	85	28003	32	4681	0	0	0	0	1	4681	7878	170	0	330
5,18,	137	91	0	91	27993	32	4180	0	0	0	0	1	4180	7745	180	0	330
5,19,	137	78	0	78	27983	31	4069	0	0	0	0	1	4069	7211	156	0	330
5,20,	137	78	0	78	27969	32	4410	0	0	0	0	1	4410	7503	156	0	330
5,21,	137	81	0	81	27974	32	3924	0	0	0	0	1	3924	7438	160	0	330
5,22,	137	75	0	75	27960	32	3955	0	0	0	0	1	3955	7297	150	0	330
5,23,	137	82	0	82	27945	32	3963	0	0	0	0	1	3963	7800	162	0	330
5,24,	137	68	0	68	27886	32	3911	0	0	0	0	1	3911	6548	136	0	330
5,25,	137	80	0	80	27933	32	3915	0	0	0	0	1	3915	7782	158	0	330
5,26,	137	77	0	77	27929	32	4060	0	0	0	0	1	4060	7647	152	0	330
5,27,	137	80	0	80	27979	32	3986	0	0	0	0	1	3986	7335	160	0	330
5,28,	137	81	0	81	27974	32	3912	0	0	0	0	1	3912	7400	160	0	330
5,29,	137	81	0	81	27965	32	4168	0	0	0	0	1	4168	7619	160	0	330
5,30,	137	72	0	72	27961	32	3944	0	0	0	0	1	3944	6932	144	0	330
5,31,	137	72	0	72	27905	32	3938	0	0	0	0	1	3938	7073	142	0	330
5,32,	137	79	0	79	27955	32	4459	0	0	0	0	1	4459	7525	156	0	330
5,33,	137	76	0	76	27970	31	3936	0	0	0	0	1	3936	7218	152	0	330
5,34,	137	70	0	70	27909	32	3921	0	0	0	0	1	3921	7088	140	0	330
5,35,	137	69	0	69	27902	32	3919	0	0	0	0	1	3919	6743	138	0	330
5,36,	137	66	0	66	27909	32	3906	0	0	0	0	1	3906	6422	132	0	330
5,37,	137	66	0	66	27906	32	3912	0	0	0	0	1	3912	6451	132	0	330
5,38,	137	68	0	68	27907	32	3958	0	0	0	0	1	3958	6497	136	0	330
5,39,	137	67	0	67	27913	32	3906	0	0	0	0	1	3906	6499	134	0	330
5,40,	137	68	0	68	27899	32	4156	0	0	0	0	1	4156	6797	136	0	330
5,41,	137	65	0	65	27885	32	3906	0	0	0	0	1	3906	6367	130	0	330
5,42,	137	66	0	66	27576	32	4247	0	0	0	0	2	4247	7897	132	0	329
5,43,	137	65	0	65	27877	32	3909	0	0	0	0	1	3909	6378	130	0	330
5,44,	137	63	0	63	27873	32	3906	0	0	0	0	1	3906	6166	126	0	330
5,45,	137	66	0	66	27876	32	3907	0	0	0	0	1	3907	6346	132	0	330
5,46,	134	180	57	237	26556	31	22170	5	5	5	1	14	21981	35342	462	189	311
5,47,	137	121	0	121	28102	31	12665	0	0	0	0	2	12665	15762	240	0	329
5,48,	137	108	0	108	28064	31	6513	0	0	0	0	1	6513	9373	214	0	330
5,49,	136	109	9	118	27798	31	6417	1	1	1	1	1	6413	11016	234	4	329
5,50,	137	112	0	112	28021	32	5276	0	0	0	0	1	5276	8868	224	0	330
5,51,	137	129	0	129	28120	31	8999	0	0	0	0	1	8999	11084	256	0	330
5,52,	137	132	0	132	28155	31	13133	0	0	0	0	1	13133	15084	262	0	330
5,53,	137	86	16	102	26063	30	10892	2	2	2	1	6	10076	33669	198	816	317
5,54,	137	140	5	145	27977	32	16256	1	1	1	1	4	16247	21356	286	9	326
5,55,	137	111	0	111	28073	31	6609	0	0	0	0	1	6609	9408	220	0	330
5,56,	137	118	0	118	28048	31	6733	0	0	0	0	1	6733	9908	234	0	330
5,57,	137	124	12	136	27912	31	8669	2	2	2	1	1	8539	14238	270	130	328
5,58,	136	110	9	119	27644	30	7314	1	1	1	1	2	7124	13291	234	190	328
5,59,	137	96	0	96	28007	32	4392	0	0	0	0	1	4392	7941	190	0	330
5,60,	137	106	0	106	27890	31	5775	0	0	0	0	2	5775	10501	210	0	329
5,61,	137	89	0	89	27978	32	4775	0	0	0	0	1	4775	8410	178	0	330
5,62,	138	88	0	88	28216	32	4907	0	0	0	0	1	4907	7894	176	0	330
5,63,	137	97	0	97	28043	32	4896	0	0	0	0	1	4896	8011	192	0	330
5,64,	137	95	0	95	28024	32	4582	0	0	0	0	1	4582	8027	188	0	330
5,65,	137	103	0	103	28060	32	5245	0	0	0	0	1	5245	8131	204	0	330
5,66,	137	82	0	82	27988	31	4268	0	0	0	0	1	4268	7482	164	0	330
5,67,	137	85	0	85	28025	32	4648	0	0	0	0	1	4648	7539	170	0	330
5,68,	137	96	0	96	28038	32	4764	0	0	0	0	1	4764	7941	190	0	330
5,69,	137	79	0	79	27970	31	4471	0	0	0	0	1	4471	7706	158	0	330
5,70,	137	76	0	76	27967	32	4300	0	0	0	0	1	4300	7408	152	0	330
5,71,	137	84	0	84	27974	32	4407	0	0	0	0	1	4407	7710	166	0	330
5,72,	137	77	0	77	27982	32	4062	0	0	0	0	1	4062	7355	154	0	330
5,73,	138	72	0	72	28146	31	4096	0	0	0	0	1	4096	7598	144	0	330
5,74,	137	80	0	80	27964	32	4228	0	0	0	0	1	4228	7486	158	0	330
5,75,	137	71	0	71	27956	32	4073	0	0	0	0	1	4073	7055	142	0	330
5,76,	138	69	0	69	28150	32	3913	0	0	0	0	1	3913	7019	138	0	330
5,77,	138	68	0	68	28109	32	3972	0	0	0	0	1	3972	7177	136	0	330
5,78,	138	68	0	68	28109	32	3970	0	0	0	0	1	3970	7231	136	0	330
5,79,	137	74	0	74	27956	32	4176	0	0	0	0	1	4176	7271	148	0	330
5,80,	138	67	0	67	28109	32	3906	0	0	0	0	1	3906	7244	134	0	330
5,81,	137	70	0	70	27943	32	3914	0	0	0	0	1	3914	6766	140	0	330
5,82,	138	77	0	77	28100	31	4459	0	0	0	0	2	4459	10427	154	0	329
5,83,	138	72	0	72	28128	32	3931	0	0	0	0	1	3931	7602	144	0	330
5,84,	138	71	0	71	28125	32	3926	0	0	0	0	1	3926	7159	142	0	330
5,85,	138	72	0	72	28128	32	3968	0	0	0	0	1	3968	7223	144	0	330
5,86,	138	69	0	69	28122	32	3910	0	0	0	0	1	3910	6781	138	0	330
5,87,	138	69	0	69	28150	32	3930	0	0	0	0	1	3930	6897	138	0	330
5,88,	138	64	0	64	28109	32	3906	0	0	0	0	1	3906	6786	128	0	330
5,89,	138	68	0	68	28132	32	3991	0	0	0	0	1	3991	7113	136	0	330
5,90,	137	67	0	67	27932	32	3969	0	0	0	0	1	3969	6525	134	0	330
5,91,	138	65	0	65	28128	32	3906	0	0	0	0	1	3906	6700	130	0	330
5,92,	138	64	0	64	28109	32	3906	0	0	0	0	1	3906	6786	128	0	330
5,93,	138	69	0	69	28122	32	3961	0	0	0	0	1	3961	6743	138	0	330
5,94,	138	65	0	65	28128	32	3906	0	0	0	0	1	3906	6700	130	0	330
5,95,	138	64	0	64	28109	32	3906	0	0	0	0	1	3906	6546	128	0	330
5,96,	138	79	0	79	28107	32	4703	0	0	0	0	2	4703	10872	158	0	329
5,97,	138	63	0	63	28109	32	3906	0	0	0	0	1	3906	6547	126	0	330
5,98,	138	63	0	63	28109	32	3906	0	0	0	0	1	3906	6547	126	0	330
5,99,	138	63	0	63	28109	32	3906	0	0	0	0	1	3906	6547	126	0	330
6,7,	135	116	96	212	26021	28	23901	15	15	15	1	7	20924	56249	374	2977	307
6,8,	137	93	45	138	26547	30	14984	8	8	8	1	6	13545	37404	250	1439	315
6,9,	137	99	45	144	26519	31	14150	8	8	8	1	6	12711	37012	264	1439	315
6,10,	137	107	45	152	26323	30	15854	8	8	8	1	7	14415	40221	280	1439	314
6,11,	137	78	45	123	26254	31	14110	8	8	8	1	7	12671	38668	222	1439	314
6,12,	137	83	45	128	26499	30	13741	8	8	8	1	6	12302	36537	230	1439	315
6,13,	133	98	160	258	23607	28	24233	22	18	22	2	8	18425	67314	404	5808	299
6,14,	137	84	45	129	26489	31	13308	8	8	8	1	6	11869	36312	234	1439	315
6,15,	137	76	45	121	26491	31	13770	8	8	8	1	6	12331	36438	218	1439	315
6,16,	137	79	45	124	26504	31	13642	8	8	8	1	6	12203	36241	222	1439	315
6,17,	137	80	45	125	26492	30	13995	8	8	8	1	6	12556	36598	224	1439	315
6,18,	137	86	45	131	26499	31	13494	8	8	8	1	6	12055	36375	238	1439	315
6,19,	137	73	45	118	26472	30	13383	8	8	8	1	6	11944	35927	210	1439	315
6,20,	137	73	45	118	26474	31	13724	8	8	8	1	6	12285	36197	212	1439	315
6,21,	137	76	45	121	26480	31	13238	8	8	8	1	6	11799	36142	218	1439	315
6,22,	137	70	45	115	26465	31	13269	8	8	8	1	6	11830	35993	206	1439	315
6,23,	137	77	45	122	26451	31	13277	8	8	8	1	6	11838	36582	220	1439	315
6,24,	137	63	45	108	26391	31	13225	8	8	8	1	6	11786	35346	192	1439	315
6,25,	137	75	45	120	26439	31	13229	8	8	8	1	6	11790	36576	216	1439	315
6,26,	137	72	45	117	26435	31	13374	8	8	8	1	6	11935	36477	210	1439	315
6,27,	137	75	45	120	26484	31	13300	8	8	8	1	6	11861	36001	216	1439	315
6,28,	137	76	45	121	26480	31	13226	8	8	8	1	6	11787	36120	218	1439	315
6,29,	137	76	45	121	26471	31	13482	8	8	8	1	6	12043	36372	218	1439	315
6,30,	137	67	45	112	26466	31	13258	8	8	8	1	6	11819	35643	200	1439	315
6,31,	137	67	45	112	26412	31	13252	8	8	8	1	6	11813	35955	200	1439	315
6,32,	137	74	45	119	26462	31	13773	8	8	8	1	6	12334	36326	214	1439	315
6,33,	137	71	45	116	26475	30	13250	8	8	8	1	6	11811	35866	208	1439	315
6,34,	137	65	45	110	26414	31	13235	8	8	8	1	6	11796	35850	196	1439	315
6,35,	137	64	45	109	26407	31	13233	8	8	8	1	6	11794	35534	194	1439	315
6,36,	137	61	45	106	26414	31	13220	8	8	8	1	6	11781	35212	188	1439	315
6,37,	137	61	45	106	26411	31	13226	8	8	8	1	6	11787	35237	188	1439	315
6,38,	137	63	45	108	26412	31	13272	8	8	8	1	6	11833	35296	192	1439	315
6,39,	137	62	45	107	26418	31	13220	8	8	8	1	6	11781	35290	190	1439	315
6,40,	137	63	45	108	26404	31	13470	8	8	8	1	6	12031	35578	192	1439	315
6,41,	137	60	45	105	26390	31	13220	8	8	8	1	6	11781	35178	186	1439	315
6,42,	137	61	45	106	26096	31	13561	8	8	8	1	7	12122	36579	188	1439	314
6,43,	137	60	45	105	26382	31	13223	8	8	8	1	6	11784	35189	186	1439	315
6,44,	137	58	45	103	26378	31	13220	8	8	8	1	6	11781	34991	182	1439	315
6,45,	137	61	45	106	26381	31	13221	8	8	8	1	6	11782	35153	188	1439	315
6,46,	134	175	112	287	24936	30	31694	14	14	14	1	19	29856	64605	530	1838	295
6,47,	137	116	45	161	26596	30	21979	8	8	8	1	7	20540	44451	296	1439	314
6,48,	137	103	45	148	26557	30	15827	8	8	8	1	6	14388	37681	270	1439	315
6,49,	136	104	54	158	26300	30	15731	9	9	9	1	6	14288	39238	290	1443	314
6,50,	137	107	45	152	26524	31	14590	8	8	8	1	6	13151	37399	280	1439	315
6,51,	137	124	45	169	26607	30	18313	8	8	8	1	6	16874	39097	312	1439	315
6,52,	136	127	45	185	26381	30	22547	9	9	8	1	6	21008	45362	344	1439	314
6,53,	137	81	61	142	24505	28	20206	10	10	10	1	11	17951	61519	250	2255	302
6,54,	137	135	50	185	26464	30	25570	9	9	9	1	9	24122	49736	342	1448	311
6,55,	137	106	45	151	26563	30	15923	8	8	8	1	6	14484	38132	276	1439	315
6,56,	137	113	45	158	26554	30	16047	8	8	8	1	6	14608	38369	292	1439	315
6,57,	137	119	45	164	26572	30	17853	8	8	8	1	6	16414	39372	302	1439	315
6,58,	136	105	54	159	26149	29	16628	9	9	9	1	7	14999	41405	290	1629	313
6,59,	137	91	45	136	26513	31	13706	8	8	8	1	6	12267	36512	248	1439	315
6,60,	137	101	45	146	26374	31	15089	8	8	8	1	7	13650	38987	266	1439	314
6,61,	137	84	45	129	26483	31	14089	8	8	8	1	6	12650	37034	234	1439	315
6,62,	138	83	45	128	26687	31	14221	8	8	8	1	6	12782	36857	230	1439	315
6,63,	137	92	45	137	26533	31	14210	8	8	8	1	6	12771	36736	248	1439	315
